minute,sh,sz
0930,0.12,0.05
0931,0.00,-0.10
0932,0.74,0.90
0933,0.93,1.31
0934,0.69,1.02
0935,0.93,1.56
0936,0.75,1.40
0937,0.56,0.92
0938,0.61,0.92
0939,0.65,0.99
0940,0.65,0.99
0941,0.65,0.99
0942,0.14,0.49
0943,0.15,0.69
0944,0.03,0.82
0945,0.13,1.12
0946,0.22,1.29
0947,-0.24,0.89
0948,-0.63,0.39
0949,-0.79,0.20
0950,-0.76,0.30
0951,-0.74,-0.05
0952,-0.52,0.39
0953,-0.35,0.49
0954,-0.26,0.37
0955,-0.09,0.29
0956,-0.02,0.48
0957,0.07,0.62
0958,0.10,0.66
0959,0.18,0.79
1000,0.22,0.60
1001,-0.42,-0.22
1002,-0.35,-0.20
1003,-0.35,-0.20
1004,-0.35,-0.20
1005,-0.54,-0.87
1006,-0.54,-1.04
1007,-0.72,-1.58
1008,-0.82,-1.88
1009,-0.82,-1.88
1010,-0.82,-1.88
1011,-0.93,-2.12
1012,-0.89,-2.06
1013,-0.84,-1.88
1014,-0.83,-1.67
1015,-0.83,-1.73
1016,-0.80,-1.60
1017,-0.59,-1.29
1018,-0.63,-1.49
1019,-0.70,-1.51
1020,-0.84,-1.69
1021,-0.93,-1.84
1022,-1.08,-1.94
1023,-1.32,-2.13
1024,-1.46,-2.19
1025,-1.46,-2.19
1026,-1.46,-2.19
1027,-1.78,-2.55
1028,-1.95,-2.71
1029,-1.98,-2.76
1030,-2.00,-2.80
1031,-2.21,-2.94
1032,-2.23,-3.06
1033,-2.03,-2.67
1034,-2.03,-2.67
1035,-2.03,-2.67
1036,-1.77,-2.65
1037,-1.70,-2.66
1038,-1.89,-3.03
1039,-2.23,-3.37
1040,-2.30,-3.36
1041,-2.29,-3.23
1042,-2.28,-3.20
1043,-2.39,-3.23
1044,-2.40,-3.19
1045,-2.40,-3.15
1046,-2.47,-3.16
1047,-2.51,-3.18
1048,-2.66,-3.29
1049,-2.65,-3.27
1050,-2.58,-3.18
1051,-2.53,-3.17
1052,-2.71,-3.34
1053,-2.78,-3.44
1054,-2.93,-3.64
1055,-2.94,-3.66
1056,-2.94,-3.66
1057,-2.94,-3.66
1058,-2.98,-3.65
1059,-2.80,-3.28
1100,-2.72,-3.33
1101,-2.61,-3.26
1102,-2.62,-3.43
1103,-2.72,-3.59
1104,-2.38,-3.61
1105,-2.35,-3.62
1106,-2.30,-3.54
1107,-2.27,-3.60
1108,-2.27,-3.68
1109,-2.26,-3.61
1110,-2.33,-3.76
1111,-2.42,-3.87
1112,-2.45,-3.93
1113,-2.65,-4.06
1114,-2.73,-4.06
1115,-2.75,-4.03
1116,-2.86,-4.11
1117,-2.85,-4.21
1118,-2.86,-4.18
1119,-2.86,-4.18
1120,-2.86,-4.18
1121,-2.81,-4.11
1122,-2.69,-4.01
1123,-2.67,-3.93
1124,-2.66,-3.92
1125,-2.68,-3.97
1126,-3.01,-4.36
1127,-2.96,-4.37
1128,-2.92,-4.36
1129,-2.87,-4.39
1130,-3.01,-4.44
1300,-2.97,-4.38
1301,-2.83,-4.42
1302,-2.95,-4.48
1303,-3.08,-4.50
1304,-3.06,-4.50
1305,-3.10,-4.51
1306,-2.98,-4.48
1307,-2.96,-4.36
1308,-3.00,-4.37
1309,-3.11,-4.43
1310,-3.11,-4.43
1311,-3.11,-4.43
1312,-3.17,-4.40
1313,-3.09,-4.28
1314,-3.15,-4.27
1315,-3.19,-4.24
1316,-3.20,-4.20
1317,-3.27,-4.23
1318,-3.36,-4.18
1319,-3.40,-4.17
1320,-3.44,-4.14
1321,-3.49,-3.98
1322,-3.67,-4.16
1323,-3.74,-4.11
1324,-3.66,-4.09
1325,-3.72,-4.14
1326,-3.71,-4.06
1327,-3.67,-3.94
1328,-3.74,-3.95
1329,-3.87,-4.07
1330,-3.89,-4.11
1331,-3.71,-4.08
1332,-3.68,-4.05
1333,-3.96,-4.13
1334,-3.98,-4.06
1335,-3.94,-4.01
1336,-3.83,-3.88
1337,-3.81,-3.68
1338,-3.84,-3.57
1339,-3.96,-3.74
1340,-3.92,-3.73
1341,-3.81,-3.44
1342,-3.86,-3.46
1343,-3.69,-3.45
1344,-3.72,-3.52
1345,-3.80,-3.50
1346,-3.91,-3.53
1347,-4.01,-3.73
1348,-4.15,-3.67
1349,-4.19,-3.56
1350,-4.18,-3.50
1351,-3.90,-3.24
1352,-3.86,-3.16
1353,-3.97,-3.20
1354,-3.98,-3.33
1355,-4.02,-3.32
1356,-4.00,-3.32
1357,-4.04,-3.36
1358,-4.25,-3.66
1359,-4.43,-3.65
1400,-4.46,-3.65
1401,-4.46,-3.68
1402,-4.53,-3.65
1403,-4.51,-3.63
1404,-4.29,-3.31
1405,-4.30,-3.36
1406,-4.32,-3.47
1407,-4.48,-3.64
1408,-4.48,-3.64
1409,-4.50,-3.59
1410,-4.48,-3.58
1411,-4.48,-3.51
1412,-4.59,-3.50
1413,-4.52,-3.49
1414,-4.57,-3.48
1415,-4.62,-3.52
1416,-4.65,-3.70
1417,-4.84,-3.81
1418,-4.94,-3.83
1419,-5.09,-4.06
1420,-5.12,-4.02
1421,-5.17,-3.97
1422,-5.19,-3.88
1423,-5.22,-3.86
1424,-5.14,-3.79
1425,-5.17,-3.76
1426,-5.04,-3.48
1427,-5.04,-3.48
1428,-5.04,-3.48
1429,-4.98,-3.61
1430,-5.00,-3.54
1431,-4.86,-3.34
1432,-4.65,-3.19
1433,-4.75,-3.32
1434,-4.70,-3.42
1435,-4.73,-3.49
1436,-4.73,-3.49
1437,-4.73,-3.49
1438,-5.05,-3.80
1439,-5.19,-3.79
1440,-5.23,-3.59
1441,-5.48,-4.08
1442,-5.64,-4.31
1443,-5.76,-4.39
1444,-5.82,-4.44
1445,-5.76,-4.26
1446,-5.99,-4.28
1447,-6.17,-4.32
1448,-6.20,-4.26
1449,-6.35,-4.25
1450,-6.39,-4.06
1451,-6.41,-4.00
1452,-6.54,-4.09
1453,-6.68,-4.14
1454,-6.81,-4.26
1455,-7.06,-4.25
1456,-6.72,-4.14
1457,-6.85,-4.32
1458,-6.34,-3.86
1459,-6.21,-3.79
1500,-4.88,-2.72
