minute,sh,sz
0930,0.32,0.27
0931,0.71,0.27
0932,1.24,2.18
0933,0.94,2.34
0934,1.15,3.02
0935,1.30,3.54
0936,1.04,3.37
0937,1.47,4.05
0938,1.43,4.32
0939,1.20,4.20
0940,1.11,3.91
0941,1.20,4.23
0942,1.04,3.90
0943,0.68,3.66
0944,0.37,3.17
0945,0.70,3.88
0946,0.88,4.11
0947,0.68,4.16
0948,0.97,4.71
0949,1.25,5.63
0950,0.73,5.68
0951,0.00,5.47
0952,-0.15,5.57
0953,-0.34,5.80
0954,-0.54,5.58
0955,-0.50,6.24
0956,-0.34,6.33
0957,-0.28,6.43
0958,-0.27,6.89
0959,-0.26,6.77
1000,-0.24,6.56
1001,-0.24,6.56
1002,-0.05,6.78
1003,0.10,6.93
1004,0.13,6.88
1005,0.09,6.90
1006,0.25,7.03
1007,0.16,6.94
1008,0.00,6.77
1009,-0.42,6.10
1010,-0.74,5.61
1011,-0.69,5.68
1012,-0.74,5.68
1013,-0.80,5.60
1014,-0.91,5.53
1015,-0.89,5.34
1016,-1.31,5.04
1017,-1.41,4.96
1018,-1.62,4.85
1019,-1.72,4.72
1020,-1.87,4.65
1021,-2.97,2.73
1022,-3.24,2.56
1023,-3.09,2.95
1024,-3.03,3.11
1025,-3.08,3.19
1026,-2.98,3.40
1027,-2.84,3.61
1028,-3.00,3.64
1029,-3.00,3.64
1030,-3.00,3.64
1031,-3.16,4.20
1032,-3.56,4.01
1033,-3.39,4.17
1034,-3.33,4.17
1035,-3.51,4.01
1036,-3.40,4.16
1037,-3.40,4.17
1038,-3.33,4.15
1039,-3.29,4.18
1040,-3.43,4.17
1041,-4.32,2.67
1042,-4.40,2.59
1043,-4.28,2.72
1044,-4.23,2.64
1045,-4.15,2.64
1046,-4.31,2.31
1047,-4.54,2.16
1048,-4.70,2.23
1049,-4.56,2.34
1050,-4.44,2.51
1051,-4.40,2.51
1052,-4.74,2.32
1053,-5.56,1.84
1054,-5.59,1.88
1055,-5.59,1.76
1056,-5.53,1.88
1057,-5.47,2.06
1058,-5.54,2.77
1059,-6.08,2.55
1100,-6.31,2.44
1101,-7.18,2.02
1102,-7.50,1.88
1103,-7.72,1.88
1104,-8.09,1.97
1105,-8.06,2.13
1106,-7.70,2.62
1107,-7.69,2.64
1108,-7.83,2.60
1109,-8.00,2.63
1110,-8.08,2.64
1111,-8.00,2.60
1112,-8.02,2.58
1113,-8.01,2.51
1114,-7.94,2.53
1115,-7.96,2.53
1116,-7.93,2.46
1117,-8.07,2.48
1118,-7.85,2.56
1119,-7.87,2.56
1120,-7.93,2.60
1121,-7.88,2.61
1122,-7.70,2.73
1123,-7.74,2.68
1124,-7.89,2.70
1125,-7.98,2.74
1126,-7.93,2.81
1127,-7.92,2.83
1128,-7.94,2.77
1129,-8.07,2.74
1130,-8.09,2.66
1300,-7.99,2.70
1301,-8.06,2.69
1302,-8.11,2.62
1303,-8.01,2.69
1304,-7.96,2.72
1305,-7.89,2.75
1306,-7.71,2.86
1307,-7.65,2.92
1308,-7.65,2.92
1309,-7.65,2.92
1310,-7.54,2.84
1311,-7.52,2.86
1312,-7.52,2.89
1313,-7.46,2.88
1314,-7.45,2.81
1315,-7.46,2.72
1316,-7.42,2.75
1317,-7.43,2.82
1318,-7.44,2.81
1319,-7.51,2.75
1320,-7.49,2.75
1321,-7.43,2.84
1322,-7.35,2.85
1323,-7.34,2.90
1324,-7.26,3.07
1325,-7.19,3.10
1326,-7.20,3.16
1327,-7.11,3.22
1328,-7.13,3.22
1329,-7.13,3.17
1330,-7.11,3.16
1331,-7.01,3.29
1332,-7.02,3.27
1333,-7.11,3.23
1334,-7.15,3.10
1335,-7.12,3.14
1336,-7.04,3.07
1337,-7.01,3.10
1338,-6.92,3.23
1339,-6.85,3.29
1340,-6.81,3.29
1341,-6.72,3.32
1342,-6.68,3.34
1343,-6.78,3.27
1344,-6.83,3.29
1345,-6.80,3.33
1346,-6.79,3.34
1347,-6.84,3.35
1348,-6.99,3.29
1349,-7.07,3.29
1350,-7.16,3.32
1351,-7.38,3.17
1352,-7.45,3.12
1353,-7.41,3.17
