minute,sh,sz
0930,0.05,0.14
0931,-0.49,-0.29
0932,-0.44,-0.17
0933,-0.05,0.56
0934,-0.94,0.23
0935,-0.70,0.99
0936,-1.98,0.63
0937,-1.92,1.23
0938,-2.21,0.60
0939,-2.37,0.41
0940,-1.92,0.86
0941,-2.09,0.64
0942,-2.11,0.80
0943,-2.13,0.62
0944,-2.45,-0.03
0945,-2.15,0.01
0946,-2.28,-0.27
0947,-2.28,-0.27
0948,-2.33,-0.58
0949,-2.61,-1.07
0950,-2.44,-1.02
0951,-2.44,-1.02
0952,-2.44,-1.02
0953,-1.86,-0.28
0954,-1.70,-0.21
0955,-1.69,-0.07
0956,-1.39,0.40
0957,-1.13,0.49
0958,-1.10,0.53
0959,-1.08,0.25
1000,-0.84,0.34
1001,-0.77,0.56
1002,-0.82,0.56
1003,-0.79,0.27
1004,-0.78,0.16
1005,-0.68,0.14
1006,-0.74,0.00
1007,-0.80,-0.13
1008,-0.83,-0.14
1009,-0.75,-0.03
1010,-0.72,-0.06
1011,-0.60,0.13
1012,-0.92,-0.69
1013,-0.90,-0.85
1014,-0.84,-0.61
1015,-0.84,-0.84
1016,-0.78,-0.76
1017,-0.59,-0.62
1018,-0.28,-0.41
1019,-0.28,-0.41
1020,-0.16,-0.56
1021,-0.11,-0.44
1022,-0.36,-1.06
1023,-0.30,-1.04
1024,-0.25,-1.03
1025,-0.27,-0.98
1026,-0.13,-0.94
1027,-0.01,-0.95
1028,0.07,-0.96
1029,0.12,-1.08
1030,0.19,-1.12
1031,-0.09,-1.12
1032,-0.06,-1.43
1033,-0.01,-1.40
1034,0.12,-1.32
1035,0.12,-1.32
1036,-0.01,-1.89
1037,0.01,-1.78
1038,0.01,-1.78
1039,0.01,-1.78
1040,0.19,-1.86
1041,0.19,-1.87
1042,0.27,-1.96
1043,0.35,-2.05
1044,0.35,-2.19
1045,0.32,-2.16
1046,0.19,-2.12
1047,0.34,-2.11
1048,0.48,-1.99
1049,0.55,-2.02
1050,0.46,-2.16
1051,-0.31,-2.74
1052,0.36,-1.77
1053,0.41,-1.89
1054,0.65,-1.81
1055,0.85,-1.73
1056,0.97,-1.61
1057,0.95,-1.48
1058,1.05,-1.44
1059,1.04,-1.35
1100,1.09,-1.35
1101,1.19,-1.22
1102,1.28,-1.24
1103,1.34,-1.28
1104,1.41,-1.27
1105,1.45,-1.34
1106,1.56,-1.37
1107,1.83,-1.03
1108,1.82,-1.15
1109,1.89,-1.22
1110,2.02,-1.28
1111,2.19,-1.28
1112,2.26,-1.23
1113,2.31,-1.19
1114,2.34,-1.24
1115,2.35,-1.22
1116,2.47,-1.24
1117,2.65,-1.10
1118,2.84,-0.97
1119,2.95,-0.96
1120,2.87,-1.16
1121,2.95,-1.22
1122,3.15,-1.22
1123,3.16,-1.30
1124,3.20,-1.32
1125,3.09,-1.49
1126,3.12,-1.55
1127,3.13,-1.57
1128,3.19,-1.51
1129,3.17,-1.52
1130,3.19,-1.59
1300,3.22,-1.52
1301,3.30,-1.57
1302,3.26,-1.59
1303,3.23,-1.73
1304,3.32,-1.76
1305,3.34,-1.76
1306,3.43,-2.02
1307,3.44,-2.28
1308,3.48,-2.34
1309,3.53,-2.32
1310,3.60,-2.31
1311,3.54,-2.50
1312,3.57,-2.61
1313,3.56,-2.66
1314,3.58,-2.70
1315,3.58,-2.70
1316,3.58,-2.70
1317,3.59,-2.87
1318,3.74,-2.92
1319,3.77,-2.89
1320,3.76,-2.88
1321,3.83,-2.78
1322,4.00,-2.62
1323,4.05,-2.64
1324,4.14,-2.61
1325,4.24,-2.67
1326,4.25,-2.71
1327,4.20,-2.72
1328,4.15,-2.71
1329,4.15,-2.71
1330,4.15,-2.71
1331,4.18,-2.65
1332,4.13,-2.65
1333,4.18,-2.72
1334,4.18,-2.78
1335,4.23,-2.80
1336,4.19,-2.73
1337,4.23,-2.72
1338,4.36,-2.52
1339,4.34,-2.55
1340,4.34,-2.63
1341,4.35,-2.71
1342,4.33,-2.76
1343,4.38,-2.83
1344,4.25,-3.09
1345,4.20,-3.12
1346,4.30,-3.12
1347,4.32,-3.06
1348,4.31,-3.07
1349,4.33,-3.10
1350,4.33,-3.10
1351,4.33,-3.10
1352,4.29,-3.24
1353,4.28,-3.22
1354,4.39,-3.23
1355,4.48,-3.23
1356,4.48,-3.13
1357,4.74,-2.86
1358,4.85,-2.97
1359,4.93,-3.07
1400,4.98,-3.07
1401,5.23,-2.75
1402,5.32,-2.49
1403,5.28,-2.59
1404,5.28,-2.70
1405,5.31,-2.77
1406,5.11,-3.09
1407,5.11,-3.14
1408,5.13,-3.13
1409,5.18,-3.10
1410,5.23,-3.13
1411,5.30,-3.17
1412,5.31,-3.22
1413,5.44,-3.29
1414,5.40,-3.32
1415,5.49,-3.36
1416,5.56,-3.47
1417,5.59,-3.45
1418,5.53,-3.48
1419,5.61,-3.47
1420,5.67,-3.03
1421,5.72,-3.03
1422,5.72,-3.10
1423,5.74,-3.13
1424,5.68,-3.18
1425,5.63,-3.33
1426,5.38,-3.70
1427,5.32,-3.74
1428,5.37,-3.70
1429,5.35,-3.70
1430,5.42,-3.62
1431,5.51,-3.43
1432,5.56,-3.43
1433,5.51,-3.49
1434,5.45,-3.56
1435,5.17,-3.67
1436,5.10,-3.83
1437,5.15,-3.89
1438,4.95,-4.13
1439,4.84,-4.29
1440,4.80,-4.37
1441,4.71,-4.56
1442,4.70,-4.60
1443,4.65,-4.64
1444,4.65,-4.79
1445,4.63,-4.89
1446,4.62,-4.98
1447,4.48,-5.09
1448,4.51,-5.33
1449,4.51,-5.57
1450,4.50,-5.57
1451,4.50,-5.57
1452,4.51,-6.03
1453,4.50,-6.07
1454,4.30,-6.36
1455,4.25,-6.45
1456,4.23,-6.43
1457,4.05,-6.41
1458,4.32,-6.06
1459,4.65,-6.06
1500,5.79,-4.94
